Respondent,MainBranch,Hobbyist,Age,Age1stCode,CompFreq,CompTotal,ConvertedComp,Country,CurrencyDesc,CurrencySymbol,DatabaseDesireNextYear,DatabaseWorkedWith,DevType,EdLevel,Employment,Ethnicity,Gender,JobFactors,JobSat,JobSeek,LanguageDesireNextYear,LanguageWorkedWith,MiscTechDesireNextYear,MiscTechWorkedWith,NEWCollabToolsDesireNextYear,NEWCollabToolsWorkedWith,NEWDevOps,NEWDevOpsImpt,NEWEdImpt,NEWJobHunt,NEWJobHuntResearch,NEWLearn,NEWOffTopic,NEWOnboardGood,NEWOtherComms,NEWOvertime,NEWPurchaseResearch,NEWPurpleLink,NEWSOSites,NEWStuck,OpSys,OrgSize,PlatformDesireNextYear,PlatformWorkedWith,PurchaseWhat,Sexuality,SOAccount,SOComm,SOPartFreq,SOVisitFreq,SurveyEase,SurveyLength,Trans,UndergradMajor,WebframeDesireNextYear,WebframeWorkedWith,WelcomeChange,WorkWeekHrs,YearsCode,YearsCodePro
60669,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,27,9,Yearly,125000,125000,United States,United States dollar,USD,DynamoDB;Redis,MariaDB;MongoDB;MySQL;Oracle;PostgreSQL;SQLite,"Developer, back-end;DevOps specialist;Engineer, site reliability;System administrator","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Black or of African descent,Man,Flex time or a flexible schedule;Remote work options;Office environment or company culture,Slightly satisfied,I am not interested in new job opportunities,Go;Kotlin;Python;Rust,Bash/Shell/PowerShell;C;C++;Go;HTML/CSS;Java;JavaScript;Python;SQL,NA,Ansible;Chef;Teraform,NA,"Confluence;Jira;Github;Slack;Microsoft Teams;Microsoft Azure;Google Suite (Docs, Meet, etc)",No,Extremely important,Somewhat important,Having a bad day (or week or month) at work;Curious about other opportunities;Better compensation;Better work/life balance;Wanting to work with new technologies;Growth or leadership opportunities,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Directly asking current or past employees at the company",Every few months,Yes,Yes,No,Rarely: 1-2 days per year or less,NA,Indifferent,Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),Play games;Visit Stack Overflow;Watch help / tutorial videos;Do other work and come back later,MacOS,100 to 499 employees,Google Cloud Platform;Linux;Raspberry Pi,Docker;Kubernetes;Linux,I have little or no influence,Straight / Heterosexual,Not sure/can't remember,Neutral,NA,A few times per month or weekly,Easy,Appropriate in length,No,"Computer science, computer engineering, or software engineering",Vue.js,Express,Just as welcome now as I felt last year,40,13,6
60670,I am a developer by profession,No,23,15,Monthly,8000,1344,India,Indian rupee,INR,Microsoft SQL Server,Microsoft SQL Server,"Data scientist or machine learning specialist;Developer, back-end;Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,East Asian,Man,"Flex time or a flexible schedule;Languages, frameworks, and other technologies I’d be working with;Opportunities for professional development",Slightly dissatisfied,"I’m not actively looking, but I am open to new opportunities",C#;HTML/CSS;Java;Python;SQL,NA,.NET,NA,NA,NA,Not sure,NA,Somewhat important,Curious about other opportunities;Better compensation;Trouble with my direct manager;Better work/life balance;Wanting to work with new technologies;Growth or leadership opportunities,"Company reviews from third party sites (e.g. Glassdoor, Blind);Personal network - friends or family;Read other media like news articles, founder profiles, etc. about the company",Every few months,Yes,Onboarding? What onboarding?,No,Never,Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2Crowd,NA,Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),Call a coworker or friend;Visit Stack Overflow;Panic;Do other work and come back later,Windows,10 to 19 employees,Windows,NA,I have a great deal of influence,Straight / Heterosexual,Yes,"Yes, somewhat",A few times per month or weekly,A few times per month or weekly,Easy,Too long,No,"Computer science, computer engineering, or software engineering",ASP.NET;Django;Flask;React.js,NA,Somewhat more welcome now than last year,60,2,Less than 1 year
60671,I am a developer by profession,Yes,32,8,NA,NA,NA,United States,United States dollar,USD,DynamoDB;Microsoft SQL Server;Redis,DynamoDB;Microsoft SQL Server;Redis,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,White or of European descent,Man,Industry that I’d be working in;Office environment or company culture;Opportunities for professional development,Very satisfied,"I’m not actively looking, but I am open to new opportunities",Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python;Scala;SQL,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python;SQL,Teraform,Teraform,Jira;Gitlab;Slack;Stack Overflow for Teams,Confluence;Jira;Gitlab;Slack,Yes,Somewhat important,Very important,NA,"Company reviews from third party sites (e.g. Glassdoor, Blind);Personal network - friends or family;Read other media like news articles, founder profiles, etc. about the company",Once a year,Not sure,Yes,No,Rarely: 1-2 days per year or less,Start a free trial;Ask developers I know/work with,Amused,Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics);Stack Overflow Jobs (for job seekers);Stack Overflow for Teams (private Q&A for organizations),Call a coworker or friend;Visit Stack Overflow;Do other work and come back later,Linux-based,"5,000 to 9,999 employees",AWS;Linux,AWS;Linux,I have some influence,Straight / Heterosexual,No,"No, not at all",NA,Daily or almost daily,Neither easy nor difficult,Appropriate in length,No,"Computer science, computer engineering, or software engineering",Spring,Spring,Not applicable - I did not use Stack Overflow last year,NA,17,9
60672,I am a developer by profession,Yes,34,10,Yearly,160000,160000,United States,United States dollar,USD,Microsoft SQL Server,Microsoft SQL Server,"Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,White or of European descent,Man,"Flex time or a flexible schedule;Languages, frameworks, and other technologies I’d be working with;Office environment or company culture",Very satisfied,I am not interested in new job opportunities,C#;HTML/CSS;JavaScript;SQL;TypeScript,C#;HTML/CSS;JavaScript;SQL;TypeScript,.NET;.NET Core,.NET,NA,NA,No,Somewhat important,Very important,Just because;Curious about other opportunities;Better compensation;Better work/life balance;Wanting to work with new technologies;Growth or leadership opportunities,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Personal network - friends or family",Once every few years,No,Yes,No,Never,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics);Stack Overflow Jobs (for job seekers),Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos;Do other work and come back later,Windows,100 to 499 employees,Windows,Windows,I have a great deal of influence,Straight / Heterosexual,Yes,"Yes, somewhat",A few times per month or weekly,A few times per week,Easy,Too short,No,"Computer science, computer engineering, or software engineering",jQuery;Vue.js,jQuery,Somewhat more welcome now than last year,40,17,12
60674,I am a developer by profession,Yes,NA,15,Yearly,58000,38750,Australia,Australian dollar,AUD,NA,MongoDB;Oracle;PostgreSQL;SQLite,"Developer, full-stack;Developer, QA or test","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed full-time,White or of European descent,Man,"Flex time or a flexible schedule;Languages, frameworks, and other technologies I’d be working with;Office environment or company culture",Neither satisfied nor dissatisfied,"I’m not actively looking, but I am open to new opportunities",Go,HTML/CSS;Java;JavaScript;PHP,NA,Node.js;React Native,NA,Confluence;Jira;Slack,No,Neutral,Fairly important,Having a bad day (or week or month) at work;Better compensation;Trouble with my teammates;Trouble with leadership at my company;Better work/life balance;Wanting to work with new technologies,"Read company media, such as employee blogs or company culture videos",Every few months,Not sure,Onboarding? What onboarding?,No,Sometimes: 1-2 days per month but less than weekly,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow,Amused,Stack Overflow (public Q&A for anyone who codes),Visit Stack Overflow;Do other work and come back later,Linux-based,10 to 19 employees,NA,Linux;MacOS,I have some influence,Straight / Heterosexual,No,"No, not really",NA,A few times per month or weekly,Neither easy nor difficult,Appropriate in length,No,NA,NA,Express;React.js;Vue.js,Just as welcome now as I felt last year,40,5,5
60675,I am a developer by profession,Yes,29,13,Yearly,104500,104500,United States,United States dollar,USD,MySQL;Redis,MySQL;Redis,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Middle Eastern;White or of European descent,Man,"Languages, frameworks, and other technologies I’d be working with;How widely used or impactful my work output would be;Office environment or company culture",Very satisfied,I am not interested in new job opportunities,Bash/Shell/PowerShell;Go;HTML/CSS;JavaScript;Python;SQL;TypeScript,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;SQL,Node.js;Teraform,Node.js;Teraform,Confluence;Jira;Gitlab;Slack,Confluence;Jira;Gitlab;Slack,Yes,Somewhat important,Fairly important,Curious about other opportunities;Better compensation;Trouble with my direct manager;Better work/life balance;Wanting to work with new technologies;Growth or leadership opportunities;Looking to relocate,"Company reviews from third party sites (e.g. Glassdoor, Blind);Personal network - friends or family;Directly asking current or past employees at the company",Once a year,Not sure,Yes,No,Often: 1-2 days per week or more,NA,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics);Stack Overflow Jobs (for job seekers),Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Panic;Do other work and come back later;Visit another developer community (please name):,MacOS,"5,000 to 9,999 employees",AWS;Docker;Kubernetes;Linux,AWS;Docker;Kubernetes;Linux,I have little or no influence,Straight / Heterosexual,Yes,"No, not really",Less than once per month or monthly,Daily or almost daily,Easy,Appropriate in length,No,"Computer science, computer engineering, or software engineering",Express;React.js,Express;React.js;Spring,Just as welcome now as I felt last year,45,12,9
60676,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,28,26,Monthly,1600,4404,Brazil,Brazilian real,BRL,DynamoDB;MariaDB;MongoDB;MySQL;Oracle;PostgreSQL,MariaDB;MySQL;Oracle;PostgreSQL,"Data or business analyst;Developer, back-end;Developer, desktop or enterprise applications","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Hispanic or Latino/a/x,Man,NA,Slightly dissatisfied,"I’m not actively looking, but I am open to new opportunities",C;Dart;Go;HTML/CSS;Java;Kotlin;PHP;Python;SQL,C;HTML/CSS;Java;PHP;SQL,Apache Spark;React Native,Apache Spark,"Jira;Github;Slack;Google Suite (Docs, Meet, etc);Stack Overflow for Teams","Github;Google Suite (Docs, Meet, etc)",Yes,Extremely important,Critically important,Having a bad day (or week or month) at work;Curious about other opportunities;Better compensation;Better work/life balance;Growth or leadership opportunities,NA,Every few months,No,No,Yes,Often: 1-2 days per week or more,NA,Annoyed,Stack Overflow (public Q&A for anyone who codes);Stack Overflow for Teams (private Q&A for organizations);Stack Overflow Advertising (for technology companies),Call a coworker or friend;Visit Stack Overflow;Do other work and come back later;Visit another developer community (please name):,Linux-based,10 to 19 employees,Android;Arduino;Docker;Google Cloud Platform;Linux;Raspberry Pi;Windows,Arduino;Google Cloud Platform;Linux;Raspberry Pi;Windows,I have little or no influence,NA,Yes,"No, not really",Less than once per month or monthly,A few times per month or weekly,NA,NA,NA,"A business discipline (such as accounting, finance, marketing, etc.)",Angular;Angular.js;Django;React.js;Spring,NA,Just as welcome now as I felt last year,8,3,3
60677,I am a developer by profession,Yes,25,9,NA,NA,NA,United States,United States dollar,USD,PostgreSQL;Redis,MariaDB;MySQL;PostgreSQL;Redis;SQLite,"Developer, back-end;Developer, full-stack",Some college/university study without earning a degree,"Independent contractor, freelancer, or self-employed",East Asian,Man,"Flex time or a flexible schedule;Languages, frameworks, and other technologies I’d be working with;Remote work options",Very satisfied,"I’m not actively looking, but I am open to new opportunities",C;C++;Python;Rust,HTML/CSS;JavaScript;PHP;SQL,Node.js;React Native;TensorFlow,Node.js,Github;Gitlab;Slack,Github;Gitlab;Slack,No,Extremely important,Not at all important/not necessary,Having a bad day (or week or month) at work;Curious about other opportunities;Better compensation;Trouble with leadership at my company;Wanting to work with new technologies,"Company reviews from third party sites (e.g. Glassdoor, Blind);Personal network - friends or family;Read other media like news articles, founder profiles, etc. about the company",Every few months,Not sure,Yes,Yes,Often: 1-2 days per week or more,Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2Crowd,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),Visit Stack Overflow;Do other work and come back later,Linux-based,20 to 99 employees,Docker;Heroku;Kubernetes;Linux;Slack Apps and Integrations,AWS;Docker;Heroku;Linux;Slack Apps and Integrations,NA,Queer,Yes,"No, not really",Less than once per month or monthly,Daily or almost daily,Easy,Appropriate in length,Yes,"Computer science, computer engineering, or software engineering",Django;jQuery;Laravel;React.js,Django;jQuery;Laravel;React.js,Just as welcome now as I felt last year,20,16,6
60678,I am a developer by profession,No,37,14,Yearly,6e+06,53957,Japan,Japanese yen,JPY,NA,DynamoDB;Elasticsearch;MySQL;Redis,"Developer, back-end","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed full-time,East Asian,Man,Flex time or a flexible schedule;Specific department or team I’d be working on;Office environment or company culture,Slightly dissatisfied,I am actively looking for a job,Go;Ruby;Rust;TypeScript,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Objective-C;Perl;PHP;Python;SQL,NA,Ansible;Teraform,Jira;Github;Slack,Github;Slack,No,Neutral,Fairly important,Better work/life balance;Wanting to work with new technologies,"Read company media, such as employee blogs or company culture videos;Read other media like news articles, founder profiles, etc. about the company",Once every few years,Not sure,Yes,No,Never,NA,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes),Call a coworker or friend;Visit Stack Overflow;Watch help / tutorial videos,MacOS,20 to 99 employees,AWS;Docker;Google Cloud Platform;Heroku,AWS;Docker;Heroku;Linux;MacOS;WordPress,I have little or no influence,Straight / Heterosexual,Not sure/can't remember,Neutral,NA,A few times per week,Neither easy nor difficult,Appropriate in length,No,NA,Ruby on Rails;Vue.js,Django;Flask;jQuery;Symfony,Somewhat more welcome now than last year,40,18,15
60679,I am a student who is learning to code,Yes,20,17,NA,NA,NA,Bulgaria,NA,NA,MongoDB;MySQL;PostgreSQL,Microsoft SQL Server;MongoDB,NA,Primary/elementary school,Student,White or of European descent,Man,"Flex time or a flexible schedule;Languages, frameworks, and other technologies I’d be working with;Remote work options",NA,I am actively looking for a job,JavaScript,JavaScript,Node.js;React Native,Node.js,Github,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,Stack Overflow (public Q&A for anyone who codes),Visit Stack Overflow;Watch help / tutorial videos,Windows,NA,Linux;MacOS;Windows,Windows,NA,Straight / Heterosexual,Not sure/can't remember,Not sure,NA,NA,Easy,Appropriate in length,No,NA,Express;React.js,Express;React.js,Not applicable - I did not use Stack Overflow last year,NA,Less than 1 year,NA
